,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
1516,glen campbell,one hundred miles away from home,1962,pop,miss train know go hear whistle blow lord lord lord lord away home shirt lord lord walk tie tear eye try read letter home home home home home try read letter home train run right home saturday night away home away home away home away home away home away home,50,0.001096491,0.001096491,0.001096491,0.038337259,0.001096491,0.150253688,0.001096491,0.001096491,0.001096491,0.437232737,0.001096491,0.001096491,0.001096491,0.001096491,0.262606312,0.024581971,0.57110365,0.526600518,0.699798895,0.00040587,0.454863974,0.22620206,music,0.828571429
1517,bobby vee,walkin' with my angel,1962,pop,walkin walkin whoauhoh cause awishin thata walkin walkin awhen strollin hand hand prettiest girl belong feel proud good walkin cloud walkin walkin strollin hand hand cause prettiest girl belong feel proud good walkin cloud walkin walkin walkin walkin yeah walkin walkin,41,0.001547988,0.001547988,0.001547988,0.001547988,0.031790641,0.001547988,0.103338025,0.001547988,0.500920639,0.041034547,0.001547988,0.066884703,0.001547988,0.129728445,0.001547988,0.107727148,0.698906098,0.605799554,0.589357017,0,0.971145919,0.537523094,obscene,0.828571429
1518,bobby vee,sharing you,1962,pop,share know share heart belong apart kiss miss wish hurt share know helpless heart free share know shaarin shararin shararin meee,21,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.314775137,0.175126533,0.003095975,0.003095975,0.003095975,0.003095975,0.06197609,0.003095975,0.40168261,0.003095976,0.464962634,0.642514678,0.626505649,0,0.495053586,0.415397158,sadness,0.828571429
1519,brenda lee,only you (and you alone),1962,pop,world right darkness bright thrill like heart change true destiny hold hand understand magic dream come true change,18,0.002923977,0.002923977,0.250954951,0.059772621,0.002923977,0.002923977,0.364987349,0.002923977,0.002923977,0.002923977,0.002923977,0.280425428,0.002923977,0.002923977,0.002923977,0.002923977,0.329578685,0.723867395,0.729919408,0,0.198268755,0.353333157,romantic,0.828571429
1521,chris montez,rocking blues,1962,pop,blue leave baby blue know blue hear rumor goin tell true blue wonderin lovin baby untrue blue pretty baby know come home start anew blue,25,0.515522531,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.443807611,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.704321456,0.698100146,0.754015817,0,0.871187139,0.864860644,music,0.828571429
1522,andy williams,your song,1962,pop,little funny feel inside easily hide money house live sculptor make potions travel know best gift song tell everybody song simple mind mind word wonderful life world roof kick verse cross kind write song people like turn excuse forget things forget green blue thing mean sweetest eye see tell everybody song simple mind mind word wonderful life world mind mind word wonderful life world,64,0.000974659,0.000974659,0.35628409,0.041924907,0.029850528,0.020659327,0.000974659,0.253643154,0.102705654,0.146377428,0.000974659,0.037833664,0.000974659,0.000974659,0.000974659,0.000974659,0.457381133,0.626926134,0.409637961,0.00057085,0.11067601,0.41639819,world/life,0.828571429
1524,dion,donna the prima donna,1962,pop,prima break heart apart think smart girl month think time realize pair rove eye remember nights date act sophisticate talk high society try fool prima break heart think smart apart pretty little girl have run break lover hearts pretty little girl stand money go romance wear charm diamonds pearl galore buy cents store want like gabor girl door prima break heart think smart apart pretty little girl have run break lover hearts pretty little girl stand money go romance wear charm diamonds pearl galore buy cents store want like gabor door prima,92,0.000785546,0.000785546,0.000785546,0.000785546,0.000785546,0.065605832,0.063776528,0.000785546,0.000785546,0.000785546,0.252316223,0.000785546,0.000785546,0.203087379,0.374277687,0.000785546,0.35990469,0.579058021,0.585340949,0,0.924773289,0.458441545,sadness,0.828571429
1527,georgie fame,the ballad of bonnie & clyde,1962,pop,pretty look people tell people devil children begin evil lazy afternoon savannah rob store hightail clean away steal wait till heat die advance reputation graduation bank business reach sweet talk holler load dollars dewlap brave try leave lie pool blood laugh home public enemy number run hide american lawman laugh die deep inside know pretty soon lie beneath grind push daisies welcome morning act reliable information federal deputation lay deadly ambush come walk half dozen carbines open live finally die,80,0.001012146,0.436117935,0.001012146,0.001012146,0.001012146,0.001012146,0.025539379,0.001012146,0.001012146,0.001012146,0.326115103,0.001012146,0.084215173,0.001012146,0.113842369,0.001012146,0.636087945,0.629900264,0.690762742,0,0.793899423,0.495479739,violence,0.828571429
1528,ben e. king,ecstasy,1962,pop,magic kiss hold like ecstasy ecstasy give make life livin ecstasy ecstasy light hand lead land ecstasy ecstasy time show door ecstasy ecstasy prayin thinkin ecstasy ecstasy away single come hand lead land ecstasy ecstasy travel ecstasy ecstasy dear know ecstasy ecstasy kiss dear kiss come hand lead land ecstasy ecstasy ecstasy ecstasy baby baby baby,56,0.201166101,0.001461988,0.300895434,0.001461988,0.001461988,0.001461988,0.269289278,0.001461988,0.001461988,0.001461988,0.001461988,0.119806901,0.088374449,0.001461989,0.001461989,0.001461988,0.688075382,0.542676204,0.335340698,0,0.80729596,0.451434319,world/life,0.828571429
1531,roy orbison,let's make a memory,1962,pop,come little closer tell memory come come kiss gonna miss memory memory memory memory memory forever sweet baby baby hold tight squeeze memory come little think young memory memory memory forever come grow cold memory sweet baby forget past forever make memories make memories,44,0.201911663,0.001196172,0.001196172,0.001196172,0.001196172,0.05267079,0.175373352,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.026508228,0.001196172,0.430133767,0.001196172,0.535362287,0.688870087,0.6706824,2.96E-05,0.836150041,0.657646966,sadness,0.828571429
1533,bob dylan,"baby, let me follow you down",1962,pop,hear schmidt live cambridge blue guitar player green pasture university baby follow baby follow godalmighty world follow come home baby come home godalmighty world come home baby follow baby follow godalmighty world follow godalmighty world follow ring wed gown almighty world follow rope twine climb almighty world drive mind hoop skirt shirt almighty world hurt,55,0.242167395,0.125782832,0.340901127,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.182549733,0.001422475,0.060891725,0.001422475,0.001422475,0.029215012,0.001422475,0.495288639,0.747686075,0.788152398,0.003947368,0.629018961,0.513498319,world/life,0.828571429
1535,the shirelles,soldier boy,1962,pop,soldier little soldier true blue true world girl girl true heart follow true port foreign shore darling feel sure true soldier little soldier true,24,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.11609484,0.421872852,0.002770083,0.002770083,0.055490433,0.002770083,0.120106054,0.002770083,0.190322246,0.002770083,0.060102493,0.524531572,0.555111145,0.853413507,1.52E-05,0.502267106,0.210185543,romantic,0.828571429
1540,mary wells,you're my desire,1962,pop,darling like desire brighter know live live underneath summer tear need cry night hold tight kiss squeeze desire brighter know live desire,22,0.002631579,0.002631579,0.208096496,0.002631579,0.002631579,0.002631579,0.34758935,0.002631579,0.002631579,0.002631579,0.002631579,0.265516181,0.002631579,0.002631579,0.139324287,0.002631579,0.526697715,0.6077994,0.673694452,1.81E-05,0.614591921,0.322301157,romantic,0.828571429
1543,roy orbison,the great pretender,1962,pop,ohoh great pretender pretend need pretend lonely tell ohoh great pretender adrift world play game real shame leave grieve real feel makebelieve real feel heart conceal great pretender laughin like clown wear heart like crown pretend real feel makebelieve real feel heart conceal great pretender laughin like clown wear heart like crown pretend,53,0.001461988,0.001461988,0.001461988,0.001461988,0.001461989,0.001461988,0.001461988,0.001461989,0.001461988,0.001461988,0.001461988,0.001461988,0.127769471,0.189953865,0.42488534,0.235461498,0.499620925,0.672717483,0.716867186,4.47E-06,0.501236603,0.339318705,sadness,0.828571429
1545,dion,"tonight, tonight",1962,pop,tonight tonight hold near tonight tonight hear little word thrill heart whisper eternally tonight tonight time heart need touch lips thrill embrace say place look wish pray bless wish come true life dear hold tonight tonight reach miss arm heart declare forever tonight tonight tonight tonight reach miss arm heart declare forever tonight tonight,54,0.001031992,0.001031992,0.100454566,0.321179873,0.001031992,0.030215193,0.384618749,0.001031992,0.001031992,0.028331519,0.001031992,0.001031992,0.001031992,0.001031992,0.094086239,0.001031992,0.511534712,0.554521447,0.847389405,0,0.626957955,0.239215479,romantic,0.828571429
1554,smokey robinson & the miracles,what's so good about goodbye,1962,pop,good goodbye makea leave cause grieve depart break heart tell good good goodbye say goodbye know misery go wrong lovers long tell good good goodbye goodbye good lover care thing like clarify farewell fair tell goodbye girl make tell good good goodbye somebody tell goodbye good lover care thing like clarify farewell fair tell nerve goodbye girl make tell good good goodbye baby good goodbye,65,0.022248235,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.321304941,0.244482879,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.088805625,0.041755068,0.269606518,0.492039424,0.715944927,0.545180266,0,0.794929926,0.473457029,romantic,0.828571429
1556,roy orbison,evergreen,1962,pop,bloom springtime like flower summer grow fade away winter cold wind begin blow evergreen evergreen summer winter evergreen evergreen like hold hand tell laughter tear world evergreen years evergreen evergreen summer winter evergreen evergreen like,35,0.002192982,0.002192983,0.107267795,0.002192982,0.002192982,0.002192983,0.096283806,0.002192983,0.002192983,0.495210606,0.002192983,0.002192983,0.002192983,0.137439859,0.133096179,0.002192982,0.315498754,0.677076122,0.826305046,0.020748988,0.458985985,0.360340383,music,0.828571429
1557,johnny tillotson,take good care of her,1962,pop,good care good care suppose ought congratulations girl love hurt face situation good care good care greatest pleasure future hold store remember treasure good care good care accept love break heart gracefully send wed invitation couldn consolation good care good care good care good care good care good care,49,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.104684893,0.402398445,0.001349528,0.001349528,0.032113808,0.001349528,0.031599985,0.032946153,0.070013039,0.310049346,0.467128777,0.666897418,0.804216671,0,0.433223413,0.321300125,feelings,0.828571429
1560,"peter, paul and mary",if i had a hammer,1962,pop,hammer hammer morning hammer even land hammer danger hammer warn hammer brothers sisters land ring morning ring even land ring danger ring warn ring brothers sisters land song sing morning sing even land sing danger sing warn sing brothers sisters land hammer song sing land hammer justice freedom song brothers sisters land hammer justice freedom song brothers sisters land,59,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.55929153,0.001283697,0.001283697,0.41888562,0.001283697,0.001283697,0.001283697,0.443301202,0.675819809,0.270079588,0,0.503297609,0.387368254,music,0.828571429
1562,andy williams,three coins in the fountain,1962,pop,fountain bless fountain bless coin fountain seek happiness throw hopeful lovers fountain bless hearts fountain heart long home fountain heart rome fountain bless fountain bless coin fountain ripple shine wish grant heart wear wish grant heart wear,37,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.127434752,0.002506266,0.055321059,0.274213597,0.002506266,0.505436604,0.002506266,0.192028593,0.528343974,0.856425559,4.20E-05,0.235366859,0.302280512,sadness,0.828571429
1564,andy williams,love is a many-splendored thing,1962,pop,manysplendored thing grow early spring nature give reason live golden crown make high morning mist lovers kiss world stand finger touch silent heart teach sing true manysplendored thing high morning mist lovers kiss world stand finger touch silent heart teach sing true manysplendored thing,44,0.001461988,0.001461988,0.303792555,0.001461988,0.001461988,0.001461988,0.380070041,0.001461988,0.001461988,0.109915891,0.001461988,0.099427223,0.001461988,0.001461988,0.001461988,0.086326453,0.179031734,0.55308566,0.875501883,1.73E-06,0.174567189,0.289267092,romantic,0.828571429
1571,andy williams,tonight,1962,pop,tonight tonight night tonight morning tonight tonight tonight star stop today minutes like hours hours slowly light moon grow bright endless endless night tonight today world address place live better alright world tonight,33,0.001754386,0.001754386,0.258180249,0.465850965,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.21374628,0.001754386,0.001754386,0.001754386,0.001754386,0.307917253,0.53224111,0.77710821,0,0.236397362,0.232208253,night/time,0.828571429
1573,roy orbison,love hurts,1962,pop,hurt scar wound mar heart tough strong pain pain like cloud hold rain hurt hurt young know know thing learn learn learn like stave burn hurt hurt fool rave happiness blissfulness togetherness fool fool guess foolin know true know true blue hurt hurt hurt,44,0.001385042,0.001385042,0.07983488,0.001385042,0.001385042,0.001385042,0.001385042,0.227679339,0.001385042,0.031171105,0.001385042,0.001385042,0.026050442,0.001385042,0.615873652,0.001385042,0.470377992,0.644181217,0.755019834,2.43E-05,0.362118714,0.263240253,sadness,0.828571429
1574,bobby vinton,long lonely nights,1962,pop,long long lonely nights eye wond ring right leave break heart long long lonely nights miss dear come wish lonely visualize face pass yeah doorway leave face long long lonely nights guess come home long long lonely nights go lonely visualize face pass yeah doorway leave face long long lonely nights guess come home long long lonely nights go come go long,62,0.039918718,0.000907441,0.000907441,0.327993096,0.035607491,0.000907441,0.000907441,0.000907441,0.000907441,0.147036755,0.000907441,0.000907441,0.000907441,0.000907441,0.382389661,0.055257546,0.252680602,0.685767761,0.839357268,0,0.251854905,0.365345544,sadness,0.828571429
1579,bobby vinton,sealed with a kiss,1962,pop,goodbye summer baby promise send letter seal kiss gonna cold lonely summer emptiness send dream letter seal kiss sunlight hear voice tenderly hold baby wanna goodbye summer know miss pledge meet september seal kiss gonna cold lonely summer emptiness send letter seal kiss seal kiss seal kiss seal kiss fade,50,0.059450463,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.440784817,0.001385042,0.001385042,0.3924487,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.399978339,0.668333205,0.710843083,1.76E-05,0.660964551,0.379359996,romantic,0.828571429
1580,roy orbison,it's over,1962,pop,baby anymore golden days whisper secrets wind baby near tender nights send fall star baby want anymore break heart know untrue say rainbows start weep goodbye see rainbows set sun fall echo lonely sunset,34,0.134530612,0.002105263,0.051723764,0.002105263,0.002105263,0.002105263,0.10491599,0.115984124,0.002105263,0.002105263,0.002105263,0.191284583,0.0393051,0.002105263,0.300518015,0.002105263,0.433553558,0.595056791,0.742971629,0.000767206,0.479596043,0.31929806,sadness,0.828571429
1581,bobby vinton,roses are red (my love),1962,pop,roses dudududu long long time graduation hand book sign roses violets blue sugar sweet sweet date high school come write book roses violets blue sugar sweet sweet go away read letter dear write roses violets blue sugar sweet luck bless little girl look like someday write book roses violets blue sugar sweet sweet roses violets blue sugar sweet sweet,59,0.001144165,0.001144165,0.001144165,0.038731388,0.001144165,0.030920075,0.197782248,0.001144165,0.001144165,0.384827443,0.127153711,0.001144165,0.03216012,0.065113967,0.001144165,0.001144165,0.490956352,0.65600082,0.831325132,0,0.525968673,0.218193801,music,0.828571429
1582,the everly brothers,crying in the rain,1962,pop,break heart hurtin pride know hide sorrow pain cryin rain cloudy sky know rain tear eye know heartaches remain cryin rain rain drop fallin heaven away misery look weather hide tear cryin gonna wear smile walk fool till darling complain cryin rain cryin rain cryin rain,46,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.04983184,0.001461988,0.001461988,0.001461988,0.001461988,0.086917534,0.001461988,0.001461988,0.560199909,0.001461988,0.593848153,0.673691767,0.624497615,0,0.470321517,0.378358964,sadness,0.828571429
1583,bobby vinton,mr. lonely,1962,pop,lonely lonely lonely lonely wish phone soldier lonely soldier away home wish lonely lonely wish home letter letter letter mail forget forget wonder fail soldier lonely soldier away home wish lonely lonely wish home,34,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.3274979,0.001754386,0.001754386,0.001754386,0.001754386,0.642677539,0.001754386,0.198527023,0.648565495,0.820280944,0,0.330173124,0.293271221,sadness,0.828571429
1588,ben e. king,stand by me,1962,pop,night come land dark moon light afraid afraid long stand stand darlin darlin stand stand stand stand lyric commercial,19,0.141298576,0.444482188,0.002631579,0.081365019,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.193235522,0.002631579,0.002631579,0.002631579,0.002631579,0.617675728,0.598184755,0.429718303,5.01E-06,0.669208574,0.232208253,violence,0.828571429
1591,roy orbison,crying,1962,pop,alright smile night hold hand tight stop hello wish couldn tell cry cry say long leave stand cry lyric commercial,20,0.002506266,0.002506266,0.002506266,0.085133755,0.002506266,0.002506266,0.255564511,0.107505841,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.05602515,0.31747043,0.002506266,0.31224954,0.670589442,0.761043937,8.31E-06,0.142621599,0.293271221,sadness,0.828571429
1600,bobby vinton,blue on blue,1962,pop,blue blue heartache heartache blue blue blue blue heartache heartache lose walk street walk lovers pass pass cause tree bare sadness blue blue blue heartache heartache blue blue blue blue heartache heartache lose night lonely night meet dream open arm open arm close veil tear vision disappear blue blue blue heartache heartache blue blue blue blue heartache heartache lose blue blue heartache heartache blue blue blue blue,67,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.052919108,0.001052632,0.001052632,0.588258909,0.001052632,0.142751899,0.001052632,0.001052632,0.135680192,0.001052632,0.590598939,0.656154655,0.820280944,0,0.547609233,0.303281544,music,0.828571429
1606,bobby vinton,over and over,1962,pop,life live truly lifetime long need time,7,0.00877193,0.00877193,0.407025938,0.302783413,0.149839771,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.286255822,0.675486501,0.786144364,5.90E-06,0.633140973,0.395376512,world/life,0.828571429
1610,andy williams,the impossible dream (the quest),1962,pop,dream impossible dream fight unbeatable unbearable sorrow brave dare right unrightable wrong pure chaste afar arm weary reach unreachable quest follow matter hopeless matter fight right question pause will march hell heavenly cause know true glorious quest heart peaceful calm lay rest world better scorn cover scar strive ounce courage fight unbeatable reach unreachable,54,0.001879699,0.31178116,0.285298985,0.074541234,0.001879699,0.001879699,0.130217946,0.171844885,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.072890718,0.682075738,0.784136329,0.09159919,0.279678483,0.398379609,violence,0.828571429
1611,roy orbison,running scared,1962,pop,runnin scar place afraid yeah runnin scar come want runnin scar feelin runnin scar runnin scar afraid lose come choose stand sure head heart break turn walk away,28,0.051531359,0.253592639,0.001814882,0.001814882,0.03679552,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.356519832,0.061156163,0.552691433,0.643591519,0.781124278,0.000440283,0.368301731,0.392373415,sadness,0.828571429
1614,bobby vinton,i love how you love me,1962,pop,eye close kiss away miss treat tenderly darlin heart beat hold think tell touch heavenly darlin touch heavenly darlin squeeze tease,21,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.694459391,0.099630289,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.106676522,0.003095975,0.161702589,0.637848371,0.431726337,1.70E-05,0.206512778,0.259236124,romantic,0.828571429
1616,pat boone,love letters in the sand,1962,pop,like today pass time away write letter sand laugh cry time tide letter sand true mean break heart ache wave break letter sand break heart ache wave break letter sand,30,0.001879699,0.001879699,0.001879699,0.050277159,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.225111555,0.001879699,0.255392726,0.001879699,0.001879699,0.44102307,0.001879699,0.551608361,0.575365997,0.814256842,0,0.547609233,0.196171092,sadness,0.828571429
1618,chubby checker,limbo rock,1962,pop,limbo girl limbo world gonna limbo limbo clock limbo quick limbo stick limbo clock limbo limbo lower limbo lower spread limbo feet limbo beat limbo ankle limbo knee bend like limbo tree limbo quick limbo stick limbo clock limbo limbo girl chick limbo whirl limbo moon fall limbo limbo quick limbo stick limbo clock limbo limbo limbo,57,0.00228833,0.00228833,0.00228833,0.090231819,0.00228833,0.00228833,0.00228833,0.00228833,0.43643182,0.00228833,0.00228833,0.249913011,0.00228833,0.145620146,0.00228833,0.00228833,0.740062818,0.790862241,0.154617625,0.000653846,0.976298434,0.894891612,obscene,0.828571429
1620,bob dylan,fixin' to die,1962,pop,feel funny mind lord believe fix fix feel funny mind lord believe fix mind die hate leave children cry look yonder bury grind look yonder bury grind sure lonesome lord go feel funny eye lord believe fix fix feel funny eye lord believe fix mind die hate leave children cry black smoke rise lord rise head head rise head head tell die walk kind funny lord believe fix fix walk kind funny lord believe fix fix fix mind die hate leave children cry,83,0.00074129,0.356267084,0.00074129,0.00074129,0.00074129,0.127560931,0.00074129,0.368669143,0.00074129,0.016119537,0.00074129,0.00074129,0.057153685,0.00074129,0.00074129,0.064592851,0.583017437,0.666538471,0.820280944,5.45E-05,0.650659522,0.348327996,violence,0.828571429
1625,roy orbison,the crowd,1962,pop,crowd play game pretend loud heart crowd go sight crowd tonight remember prom dance crazy things steal away crowd dance hideaway go game fall apart time hear guess crowd believe come hurry crowd aand,34,0.001697793,0.001697793,0.001697793,0.068434747,0.001697793,0.001697793,0.001697793,0.155738667,0.001697793,0.28661221,0.001697793,0.161006759,0.001697793,0.001697793,0.304438514,0.001697793,0.221271526,0.669384406,0.812248807,9.92E-05,0.427040396,0.337316641,sadness,0.828571429
1631,the shirelles,putty in your hands,1962,pop,stop stop jump jump like hunk like putty putty hand wave hand putty putty putty putty slave command putty putty putty putty gladly obey putty putty putty putty like hunk like putty putty hand come straight girl know size rubber ball lose refuse nothin fool putty putty putty putty cause treat cruel putty putty putty putty putty putty putty putty babe like hunk come straight girl know size rubber ball lose refuse nothin fool putty putty putty putty cause treat cruel putty putty putty putty putty putty putty putty babe like hunk like putty putty hand,96,0.132255323,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.083082295,0.001349528,0.358256504,0.001349528,0.001349528,0.001349528,0.001349528,0.249679721,0.001349528,0.001349528,0.78230261,0.575750583,0.719879237,4.15E-05,0.969084913,0.551537546,obscene,0.828571429
1634,the lettermen,smile,1962,pop,smile heart ache smile break cloud youll smile fear sorrow smile maybe tomorrow youll come shin light face gladness hide sadness tear near thats time try smile whats cry youll life worthwhile smile,33,0.002105263,0.002105263,0.175808975,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.203940682,0.002105263,0.002105263,0.586566132,0.002105263,0.107549009,0.622259826,0.926706754,0,0.127164056,0.321300125,sadness,0.828571429
1638,roy orbison,she wears my ring,1962,pop,wear ring world belong wear ring world eternally love care place finger world tiny ring token tender emotion endless pool deep ocean swear wear eternal devotion sing wear ring swear wear eternal devotion sing wear ring tiny ring token tender emotion endless pool deep ocean swear wear eternal devotion sing wear ring sing wear ring,55,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.031385528,0.001422475,0.001422475,0.36907788,0.001422475,0.001422475,0.001422475,0.466115986,0.001422475,0.001422475,0.185530164,0.696741276,0.69477881,0.00032996,0.550700742,0.388369286,music,0.828571429
1639,roy orbison,summer song,1962,pop,summersong linger memory go summer come wish near hear summersong summersong live inside return leave fall away tree blue winter long sing summersong dream sing summersong dream,27,0.002392345,0.002392345,0.10981306,0.002392345,0.002392344,0.002392345,0.002392345,0.002392345,0.002392345,0.532034138,0.002392345,0.002392345,0.002392345,0.002392345,0.319875289,0.002392345,0.192028593,0.704074046,0.851405473,0.004838057,0.127164056,0.328307351,music,0.828571429
1640,sam cooke,twistin' in the kitchen with dinah,1962,pop,hear music come kitchen door peep fellow see twistin kitchen twistin kitchen know twistin kitchen music banjo sing fifaifideliio fifaifideliio fifaifideliio fifaifideliio sing fifaifideliio fifaifideliio fifaifideliio fifaifideliio go go know twistin kitchen music banjo twistin kitchen twistin kitchen know twistin kitchen music banjo sing fifaifideliio fifaifideliio fifaifideliio fifaifideliio sing fifaifideliio fifaifideliio fifaifideliio fifaifideliio go go,55,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.242073623,0.002631579,0.550202608,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.165618505,0.524531572,0.724918596,0.643573939,0,0.967023908,0.633622191,music,0.828571429
1641,ben e. king,i promise love,1962,pop,tear tear tear ready goodnight moon come hide share light think things hold go years theres leave tear tear tear tear smile face smile face home theres space single cigarette share time waste think care face life near life hold tear tear tear tear whod think go go separate ways promise forever today today darling youd change mind come leave past wipe away doubt dispel fear dont leave tear tear tear tear heart break wish happiness dream rbkbsbdfbr,78,0.000773994,0.000773994,0.327108847,0.031968198,0.000773994,0.000773994,0.036618592,0.000773994,0.000773994,0.01946201,0.000773994,0.038563033,0.000773994,0.000773994,0.536217399,0.000773994,0.443301202,0.621131708,0.639557871,3.31E-06,0.915498763,0.4694529,sadness,0.828571429
1643,roy orbison,wedding day,1962,pop,wonder long heart break watch walk away wed hear choir sing hold golden ring throw away dream wed hold arm watch world fade away wed right wrong make difference watch walk away goodbye darling goodbye wed,36,0.001697793,0.001697793,0.001697793,0.083457212,0.001697793,0.001697793,0.209212137,0.001697793,0.001697793,0.114231834,0.001697793,0.139516096,0.001697793,0.001697793,0.42981362,0.001697793,0.313332611,0.659487732,0.737951544,9.45E-05,0.408491344,0.303281544,sadness,0.828571429
1652,chubby checker,loddy lo,1962,pop,lardy lardy girl lardy lardy lardy lardy lardy lardy sing lardy lardy lardy lardy lardy lardy lardy lardy lardy lardy lardy lardy know word song lardy lardy lardy lardy lardy sing lardy lardy lardy lardy lardy lardy lardy lardy lardy lardy moon sing word sing get message lardy lardy lardy lardy lardy lardy lardy lardy girl lardy lardy lardy girl walk time talk cause talk bird kiss thousand word lardy lardy lardy lardy lardy lardy lardy lardy girl lardy yeah lardy,81,0.002024292,0.002024292,0.002024292,0.002024292,0.042404559,0.002024292,0.002024292,0.222984321,0.002024292,0.388377348,0.002024292,0.048406592,0.002024292,0.269487098,0.002024292,0.002024292,0.648001733,0.731943697,0.139557369,0,0.947444353,0.642631482,music,0.828571429
1655,del shannon,cry myself to sleep,1962,pop,party everybody home sorry like cause time weep gonna sleep throw party think come want weep gonna sleep yyyyy yyyyy notice dance love misery little buttercup come break everybody home party like weep gonna sleep yyyyy yyyyy notice dance love misery little buttercup come break everybody home party like cause weep gonna sleep,53,0.068079652,0.001253133,0.001253133,0.11185065,0.04829685,0.060417512,0.048872182,0.001253133,0.314209221,0.06234813,0.001253133,0.037016478,0.001253133,0.001253133,0.106990833,0.001253133,0.437885844,0.788298336,0.045079363,0,0.575432811,0.638627353,obscene,0.828571429
1656,andy williams,it might as well be spring,1962,pop,restless windstorm jumpy puppet string spring fever know spring starryeyed vaguely discontent like nightingale song sing spring fever spring wish walk strange street hear word hear girl meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring,43,0.044313573,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.524873921,0.001949318,0.228505259,0.001949318,0.17306748,0.001949318,0.001949318,0.345824759,0.420608671,0.942771027,4.62E-05,0.136438582,0.071642678,music,0.828571429
1661,"peter, paul and mary",autumn to may,1962,pop,little color teach whistle sing dance legs fourteen yards long ears wide world half ride sing tarryo sing autumn little frog wear vest lean silver cane head speak place things kings queen sail shoe sing tarryo sing autumn flock sheep graze feather music wind rainy weather shine bring golden ring pound sing tarryo sing autumn downey swan frail oyster hatch snail snail change butterfly tell bigger tale tell sing tarryo sing autumn,72,0.001315789,0.00131579,0.096462767,0.00131579,0.001315789,0.063775295,0.00131579,0.00131579,0.00131579,0.409454141,0.202429498,0.209457246,0.00131579,0.00131579,0.001315789,0.001315789,0.444384274,0.238109889,0.939758976,5.27E-05,0.21784831,0.05712771,music,0.828571429
1664,pat boone,i'll be home,1962,pop,home darling stroll free corner drugstore saturday meet meet walk home moonlight things repeat darling write letter hop think mind long home start serve home darling walk home moonlight free speak darling write letter hop think mind long home start serve home darling walk home moonlight free,47,0.00122399,0.00122399,0.00122399,0.08506324,0.00122399,0.00122399,0.137687649,0.088227514,0.00122399,0.3459952,0.00122399,0.131773326,0.085023709,0.00122399,0.11154148,0.00122399,0.347990902,0.527010743,0.8765059,0,0.280708986,0.158131866,music,0.828571429
